president,subgroup,date,approve,approve_hi,approve_lo,disapprove,disapprove_hi,disapprove_lo,timestamp,spread,datetime,date_display
Joe Biden,Adults,2023-05-16 00:00:00,40.26,45.63143,34.897486,53.19,58.223134,48.147123,16:05:12 16 May 2023,-12.92,2023-05-16 16:05:12,May. 16
