president,subgroup,date,approve,approve_hi,approve_lo,disapprove,disapprove_hi,disapprove_lo,timestamp,spread,datetime,date_display
Joe Biden,Voters,2023-04-01 00:00:00,43.67,47.807149,39.530815,53.08,57.435909,48.725104,15:32:30  1 Apr 2023,-9.41,2023-04-01 15:32:30,Apr. 01
